student_id,session_topic,session_date,session_duration,session_ratio,tutor_id
2440634806,math,2026-03-25 14:35:00,73,1:4,T83678
2440634806,math,2025-11-11 11:23:00,75,1:2,T83678
2440634806,ela,2026-04-07 10:20:00,86,1:1,T83678
2440634806,math,2026-02-26 11:40:00,76,1:3,T83678
2440634806,ela,2026-04-13 12:19:00,73,1:3,T83678
2440634806,math,2026-01-06 10:28:00,66,1:3,T83678
2440634806,math,2025-12-02 10:01:00,65,1:2,T83678
2440634806,ela,2025-10-29 12:18:00,58,1:1,T83678
2440634806,math,2026-02-23 10:24:00,62,1:3,T83678
2440634806,math,2026-04-22 09:46:00,63,1:1,T83678
2440634806,math,2025-11-10 13:26:00,63,1:2,T83678
2440634806,math,2025-12-11 11:02:00,73,1:4,T83678
2440634806,math,2025-12-09 09:47:00,48,1:2,T83678
2440634806,math,2026-04-06 10:50:00,65,1:3,T83678
2440634806,math,2025-10-29 12:46:00,55,1:3,T83678
2440634806,math,2026-03-23 12:58:00,67,1:3,T83678
2440634806,math,2026-01-22 13:33:00,79,1:2,T83678
2440634806,math,2025-12-23 12:16:00,65,1:4,T83678
2440634806,ela,2025-11-24 14:01:00,81,1:1,T83678
2440634806,math,2026-04-20 10:02:00,76,1:1,T83678
2440634806,math,2026-02-09 14:02:00,72,1:2,T83678
2440634806,math,2025-12-04 10:11:00,71,1:2,T61827
2440634806,math,2026-02-25 11:07:00,48,1:3,T83678
2440634806,math,2026-03-25 12:01:00,63,1:2,T83678
2440634806,math,2025-11-18 11:43:00,77,1:3,T83678
2440634806,math,2025-11-06 12:52:00,88,1:1,T83678
2440634806,ela,2025-11-18 14:02:00,40,1:3,T83678
2440634806,math,2025-12-10 10:35:00,37,1:2,T83678
2440634806,math,2026-03-30 11:58:00,46,1:3,T83678
2440634806,math,2026-03-02 11:10:00,59,1:3,T83678
2440634806,math,2025-11-19 12:49:00,90,1:1,T83678
2440634806,math,2026-02-26 14:55:00,60,1:2,T08728
2440634806,math,2026-03-10 09:07:00,54,1:2,T63584
2440634806,math,2026-04-14 11:11:00,44,1:2,T12187
2440634806,ela,2026-03-13 10:23:00,60,1:1,T83678
2440634806,math,2026-02-25 12:21:00,32,1:1,T83678
2632164990,math,2025-11-05 12:41:00,48,1:3,T26363
2632164990,math,2026-01-08 13:43:00,50,1:4,T26363
2632164990,ela,2026-02-10 09:17:00,73,1:1,T26363
2632164990,math,2025-12-11 12:06:00,80,1:3,T15751
2632164990,math,2026-01-20 14:19:00,52,1:4,T26363
2632164990,math,2025-12-18 14:37:00,61,1:1,T26363
2632164990,math,2025-11-28 11:42:00,116,1:4,T26363
2632164990,math,2026-04-03 14:48:00,71,1:4,T26363
2632164990,math,2026-02-03 09:03:00,61,1:3,T26363
2632164990,ela,2026-04-16 14:41:00,70,1:1,T26363
2632164990,math,2025-11-19 13:47:00,74,1:2,T26363
2632164990,ela,2025-12-18 12:29:00,59,1:1,T26363
2632164990,ela,2026-04-16 12:29:00,55,1:1,T26363
2632164990,math,2025-10-31 10:20:00,39,1:2,T26363
2632164990,math,2025-12-15 11:25:00,41,1:1,T77126
2632164990,math,2025-10-31 11:34:00,42,1:4,T26363
2632164990,math,2025-11-19 13:37:00,74,1:3,T65418
2632164990,math,2026-02-06 14:15:00,82,1:2,T26363
2632164990,math,2026-02-09 12:38:00,42,1:4,T26363
2632164990,math,2026-03-03 13:21:00,71,1:3,T26363
2632164990,math,2025-12-11 14:29:00,42,1:3,T26363
2632164990,ela,2026-02-09 13:18:00,32,1:1,T37675
2632164990,ela,2025-12-01 13:09:00,89,1:1,T26363
2632164990,math,2026-01-02 09:35:00,44,1:2,T26363
2632164990,math,2026-02-05 09:31:00,59,1:2,T26363
2632164990,math,2025-12-09 10:42:00,30,1:3,T26363
2632164990,ela,2026-03-11 13:55:00,73,1:4,T85110
2632164990,math,2026-03-05 13:35:00,56,1:2,T26363
2632164990,math,2025-11-10 13:12:00,61,1:1,T26363
2632164990,math,2025-12-23 12:54:00,62,1:1,T80132
2632164990,ela,2026-04-09 13:11:00,44,1:3,T26363
2632164990,math,2026-02-09 12:41:00,48,1:2,T26363
2632164990,math,2025-11-03 12:37:00,41,1:3,T26363
2632164990,math,2025-11-11 09:03:00,65,1:2,T26363
2632164990,math,2026-01-30 09:39:00,62,1:1,T26363
2632164990,math,2026-01-08 12:55:00,59,1:2,T26363
2632164990,math,2025-11-07 10:57:00,71,1:1,T26363
2632164990,math,2025-12-04 14:07:00,65,1:3,T24994
2632164990,math,2026-03-05 13:14:00,57,1:1,T26363
2632164990,math,2026-04-22 12:46:00,71,1:3,T26363
2632164990,math,2026-03-24 11:16:00,50,1:4,T26363
2632164990,math,2026-04-03 10:46:00,38,1:2,T61798
2632164990,math,2026-03-24 13:13:00,55,1:3,T26363
2632164990,math,2026-04-20 12:11:00,49,1:2,T26363
2632164990,math,2026-04-03 13:06:00,78,1:2,T26363
2632164990,math,2025-11-17 14:32:00,71,1:5,T26363
2632164990,math,2025-11-05 13:34:00,46,1:1,T26363
2632164990,math,2026-04-06 10:14:00,43,1:1,T26363
2632164990,math,2025-12-05 11:49:00,50,1:1,T26363
2632164990,math,2026-01-29 13:16:00,58,1:1,T99583
2632164990,math,2025-12-02 14:45:00,59,1:1,T26363
2632164990,ela,2025-12-15 10:06:00,50,1:5,T26363
0895851138,ela,2025-11-10 09:25:00,63,1:1,T28800
0895851138,ela,2025-12-15 13:59:00,48,1:4,T28800
0895851138,math,2025-11-19 14:42:00,85,1:5,T28800
0895851138,math,2025-10-30 13:25:00,56,1:2,T63329
0895851138,math,2026-01-20 09:14:00,72,1:2,T89444
0895851138,ela,2025-10-30 14:21:00,74,1:3,T28800
0895851138,ela,2026-03-25 12:25:00,58,1:3,T28800
0895851138,math,2025-11-14 14:05:00,51,1:2,T80132
0895851138,math,2025-12-02 14:00:00,38,1:1,T28800
0895851138,ela,2026-03-24 09:37:00,47,1:1,T28800
0895851138,math,2026-01-21 11:55:00,56,1:5,T28800
0895851138,ela,2025-12-23 12:37:00,47,1:3,T28800
0895851138,ela,2025-11-14 12:29:00,53,1:4,T07231
0895851138,ela,2026-01-29 11:39:00,88,1:4,T08728
0895851138,ela,2025-11-17 13:24:00,55,1:2,T28800
0895851138,ela,2026-02-19 12:03:00,66,1:1,T28800
0895851138,ela,2026-02-02 11:19:00,74,1:1,T28800
0895851138,math,2026-04-22 09:54:00,86,1:3,T28800
0895851138,math,2025-10-30 14:17:00,67,1:1,T28800
0895851138,ela,2026-01-12 13:06:00,19,1:1,T28800
0895851138,math,2025-12-18 09:31:00,63,1:2,T28800
0895851138,math,2026-01-06 10:11:00,43,1:2,T28800
0895851138,math,2026-01-14 10:41:00,50,1:1,T61496
0895851138,ela,2025-12-17 13:05:00,59,1:1,T28800
0895851138,math,2026-03-25 09:58:00,74,1:5,T61496
0895851138,math,2025-11-24 12:20:00,59,1:5,T28800
0895851138,ela,2026-01-30 13:15:00,45,1:4,T28800
0895851138,math,2025-12-11 12:06:00,74,1:4,T28800
0895851138,math,2026-01-19 09:13:00,46,1:1,T28800
0895851138,math,2025-12-19 14:45:00,20,1:1,T28800
0895851138,ela,2026-02-18 09:38:00,50,1:1,T28800
0895851138,ela,2025-11-14 12:14:00,46,1:5,T28800
0895851138,ela,2026-01-26 11:28:00,61,1:3,T28800
0895851138,ela,2025-12-22 10:59:00,73,1:3,T28800
0895851138,math,2025-12-10 11:19:00,46,1:2,T28800
0895851138,ela,2026-03-24 10:44:00,60,1:3,T61510
0895851138,ela,2026-03-16 10:36:00,81,1:4,T28800
0895851138,ela,2026-01-02 11:49:00,44,1:3,T28800
0895851138,math,2026-03-09 11:22:00,62,1:1,T28800
0895851138,ela,2026-02-12 13:43:00,94,1:2,T28800
0895851138,ela,2026-04-16 14:32:00,65,1:4,T28800
0895851138,math,2026-01-12 13:38:00,57,1:1,T28800
0895851138,math,2025-12-31 14:26:00,68,1:5,T59062
0895851138,ela,2026-03-10 12:07:00,73,1:2,T28800
0895851138,math,2026-04-24 11:54:00,62,1:1,T28800
0895851138,math,2025-10-31 11:17:00,87,1:1,T28800
0895851138,ela,2025-11-03 12:48:00,54,1:1,T28800
0895851138,math,2026-02-03 12:05:00,49,1:3,T28800
0895851138,ela,2025-10-30 12:38:00,66,1:3,T28800
0895851138,math,2025-11-17 10:06:00,57,1:2,T13561
0895851138,math,2026-03-30 11:54:00,79,1:1,T28800
0895851138,ela,2026-04-06 12:08:00,75,1:3,T28800
0895851138,math,2025-12-04 09:17:00,64,1:3,T28800
0895851138,ela,2026-04-03 10:04:00,69,1:5,T28800
0895851138,ela,2026-02-02 12:35:00,53,1:4,T08728
0895851138,ela,2026-04-23 13:24:00,64,1:1,T28800
0895851138,math,2025-11-27 13:52:00,28,1:1,T28800
0895851138,ela,2025-12-31 09:28:00,81,1:1,T28800
0895851138,ela,2025-10-29 11:25:00,66,1:2,T28800
0895851138,math,2026-01-12 14:14:00,60,1:3,T28800
8284372013,ela,2025-11-10 10:38:00,59,1:2,T06180
8284372013,math,2026-02-02 12:21:00,62,1:2,T11057
8284372013,math,2026-04-08 09:37:00,57,1:5,T11057
8284372013,math,2026-01-28 14:48:00,67,1:1,T11057
8284372013,math,2025-12-18 12:43:00,58,1:2,T11057
8284372013,math,2026-01-21 14:20:00,58,1:3,T11057
8284372013,ela,2025-12-15 10:07:00,27,1:2,T11057
8284372013,ela,2026-03-02 13:13:00,64,1:4,T11057
8284372013,math,2026-01-28 13:44:00,67,1:5,T47117
8284372013,math,2026-03-26 09:55:00,70,1:2,T11057
8284372013,math,2026-02-10 10:32:00,67,1:4,T32979
8284372013,math,2026-04-15 13:09:00,32,1:4,T15751
8284372013,math,2026-01-06 10:31:00,61,1:3,T11057
8284372013,math,2026-02-09 10:32:00,38,1:5,T11057
8284372013,ela,2025-11-27 12:23:00,59,1:5,T11057
8284372013,ela,2026-03-30 11:22:00,53,1:5,T07231
8284372013,math,2025-11-10 12:42:00,74,1:1,T11057
8284372013,math,2026-03-06 14:08:00,63,1:5,T11057
8284372013,math,2025-11-13 13:36:00,74,1:3,T11057
8284372013,math,2026-03-11 11:20:00,37,1:1,T11057
8284372013,math,2026-02-20 13:13:00,53,1:4,T11057
8284372013,math,2026-01-13 10:05:00,30,1:1,T11057
8284372013,ela,2025-11-28 11:10:00,80,1:2,T11057
8284372013,ela,2026-01-16 14:55:00,75,1:5,T11057
8284372013,math,2026-02-24 12:09:00,83,1:2,T11057
8284372013,math,2026-01-29 12:16:00,77,1:3,T11057
8284372013,math,2025-12-08 14:42:00,61,1:3,T11057
8284372013,math,2026-02-25 09:12:00,54,1:1,T11057
8284372013,ela,2026-02-03 10:03:00,68,1:4,T38351
8284372013,ela,2026-04-15 12:36:00,55,1:1,T11057
8284372013,math,2025-11-17 14:41:00,68,1:1,T11057
8284372013,math,2026-04-27 14:22:00,55,1:5,T11057
8284372013,math,2026-04-06 11:01:00,72,1:2,T26438
8284372013,math,2026-01-08 12:06:00,47,1:1,T48390
8284372013,math,2025-11-28 14:47:00,71,1:1,T11057
8284372013,math,2025-12-03 09:37:00,43,1:3,T11057
8284372013,math,2025-11-05 09:11:00,56,1:2,T11057
8284372013,math,2025-11-14 14:05:00,40,1:2,T11057
8284372013,math,2026-02-20 10:39:00,57,1:3,T11057
8284372013,math,2026-01-19 10:15:00,40,1:5,T11057
8284372013,ela,2025-11-05 11:39:00,52,1:1,T11057
8284372013,math,2026-02-02 13:18:00,66,1:1,T11057
8284372013,ela,2025-12-18 10:52:00,54,1:1,T48390
8284372013,ela,2026-04-09 13:34:00,51,1:1,T11057
8284372013,math,2025-11-14 13:58:00,49,1:1,T61827
8284372013,math,2025-12-19 09:35:00,45,1:1,T11057
8284372013,math,2025-11-28 12:50:00,45,1:1,T11057
8284372013,math,2026-01-02 14:54:00,70,1:1,T11057
8284372013,math,2025-12-19 11:40:00,77,1:1,T12187
8284372013,math,2025-11-28 12:43:00,59,1:2,T11057
8284372013,math,2026-01-09 14:43:00,74,1:4,T47117
8284372013,math,2026-04-08 09:48:00,84,1:4,T15751
8284372013,ela,2025-11-26 13:46:00,57,1:3,T32979
8284372013,math,2026-04-07 13:10:00,52,1:5,T26438
8284372013,math,2026-02-17 14:12:00,53,1:1,T11057
8284372013,ela,2026-03-13 12:29:00,66,1:3,T37675
6971499661,ela,2025-11-19 14:51:00,92,1:3,T51610
6971499661,ela,2025-11-13 10:59:00,40,1:1,T51610
6971499661,ela,2025-12-29 12:36:00,88,1:3,T29338
6971499661,math,2025-12-03 14:50:00,52,1:1,T63329
6971499661,math,2025-12-29 11:27:00,56,1:1,T51610
6971499661,math,2026-04-02 14:43:00,68,1:2,T51610
6971499661,math,2026-04-24 10:33:00,89,1:2,T51610
6971499661,ela,2026-02-06 10:19:00,22,1:3,T51610
6971499661,ela,2026-03-06 14:16:00,50,1:3,T51610
6971499661,ela,2025-12-25 09:30:00,83,1:1,T51610
6971499661,math,2026-01-19 09:38:00,33,1:1,T51610
6971499661,ela,2026-04-14 10:39:00,45,1:1,T51610
6971499661,math,2025-12-03 13:57:00,60,1:2,T51610
6971499661,ela,2026-03-25 14:50:00,49,1:1,T51610
6971499661,math,2026-02-04 14:30:00,60,1:4,T47538
6971499661,math,2026-03-11 10:28:00,65,1:2,T51610
6971499661,math,2026-01-12 13:42:00,59,1:1,T66576
6971499661,math,2026-01-13 13:24:00,72,1:1,T51610
6971499661,ela,2026-04-27 10:15:00,77,1:1,T51610
6971499661,math,2026-01-21 14:11:00,77,1:3,T51610
6971499661,ela,2025-11-26 14:44:00,47,1:2,T51610
6971499661,math,2026-04-21 11:43:00,76,1:4,T51610
6971499661,ela,2026-03-18 11:31:00,89,1:2,T51610
6971499661,math,2026-01-06 09:23:00,65,1:1,T51610
6971499661,ela,2026-04-23 13:54:00,60,1:1,T51610
6971499661,math,2025-12-16 14:08:00,61,1:3,T51610
6971499661,math,2026-01-21 13:39:00,43,1:4,T51610
6971499661,ela,2026-01-01 14:57:00,67,1:1,T51610
6971499661,math,2025-12-29 13:04:00,53,1:1,T00804
6971499661,math,2025-10-30 14:17:00,90,1:4,T99583
6971499661,ela,2026-04-10 12:08:00,75,1:2,T51610
6971499661,ela,2026-03-30 12:11:00,69,1:5,T51610
6971499661,ela,2026-01-20 11:56:00,65,1:5,T81302
6971499661,ela,2025-12-22 12:03:00,33,1:1,T51610
6971499661,ela,2026-04-02 12:49:00,76,1:1,T51610
6971499661,math,2025-12-22 10:44:00,16,1:2,T51610
6971499661,math,2026-01-26 09:29:00,53,1:2,T51610
6971499661,math,2026-04-06 13:11:00,59,1:2,T51610
6971499661,ela,2026-02-12 10:06:00,62,1:4,T51610
6971499661,ela,2026-01-30 13:56:00,69,1:2,T51610
6971499661,ela,2026-04-10 13:23:00,0,1:1,T51610
9696350245,ela,2025-11-14 13:10:00,34,1:2,T28800
9696350245,ela,2026-03-31 09:37:00,49,1:4,T28800
9696350245,math,2026-01-13 09:48:00,82,1:3,T28800
9696350245,math,2026-02-18 12:54:00,59,1:3,T28800
9696350245,math,2026-03-20 14:52:00,43,1:3,T28800
9696350245,ela,2026-01-27 13:27:00,64,1:1,T26363
9696350245,ela,2026-02-12 13:22:00,66,1:1,T38351
9696350245,math,2026-03-05 12:46:00,43,1:2,T28800
9696350245,math,2026-02-10 11:53:00,69,1:3,T28800
9696350245,math,2026-03-26 12:59:00,35,1:3,T28800
9696350245,math,2026-03-27 14:00:00,82,1:1,T28800
9696350245,math,2026-01-21 12:32:00,72,1:2,T28800
9696350245,math,2025-12-10 12:16:00,74,1:1,T28800
9696350245,ela,2026-01-28 09:54:00,60,1:1,T28800
9696350245,math,2026-01-13 14:25:00,79,1:4,T28800
9696350245,math,2026-04-07 12:14:00,66,1:2,T28800
9696350245,math,2025-11-06 14:18:00,79,1:5,T28800
9696350245,ela,2026-02-24 11:00:00,62,1:3,T28800
9696350245,ela,2025-12-09 09:40:00,80,1:1,T28800
9696350245,ela,2025-12-12 09:11:00,51,1:1,T28800
9696350245,ela,2025-12-12 13:52:00,48,1:3,T29338
9696350245,math,2026-02-03 10:57:00,65,1:2,T28800
9696350245,math,2026-01-12 13:29:00,53,1:2,T28800
9696350245,math,2025-11-21 11:42:00,61,1:1,T14411
9696350245,ela,2026-01-21 11:23:00,34,1:2,T28800
9696350245,math,2025-12-29 14:34:00,69,1:3,T28800
9696350245,ela,2026-01-21 13:55:00,78,1:3,T48390
9696350245,ela,2026-04-07 13:43:00,53,1:5,T28800
9696350245,math,2026-02-16 13:22:00,67,1:2,T28800
9696350245,math,2026-03-31 14:21:00,72,1:2,T28800
9696350245,math,2026-02-27 14:43:00,75,1:5,T28800
9696350245,math,2025-10-30 13:44:00,54,1:1,T28800
9696350245,ela,2026-03-05 14:19:00,41,1:1,T28800
9696350245,math,2025-11-14 09:05:00,63,1:2,T28800
9696350245,ela,2025-12-29 10:27:00,71,1:1,T28800
9696350245,ela,2026-04-03 14:06:00,47,1:1,T28800
9696350245,ela,2025-10-29 11:43:00,76,1:1,T28800
9696350245,math,2026-02-05 14:54:00,67,1:3,T28800
9696350245,math,2026-04-13 11:03:00,52,1:2,T28800
9696350245,math,2026-03-03 11:49:00,19,1:1,T28800
6266092381,math,2026-01-28 13:47:00,53,1:2,T26363
6266092381,math,2026-01-13 10:01:00,29,1:2,T24994
6266092381,math,2026-03-09 10:34:00,76,1:3,T65418
6266092381,ela,2026-01-06 13:02:00,47,1:1,T59062
6266092381,math,2025-12-12 11:21:00,55,1:2,T24994
6266092381,math,2025-11-28 11:56:00,52,1:4,T24994
6266092381,math,2026-02-23 11:53:00,75,1:2,T24994
6266092381,math,2025-10-29 12:53:00,65,1:3,T24994
6266092381,math,2025-11-05 14:25:00,43,1:1,T51610
6266092381,math,2026-01-07 09:13:00,42,1:3,T24994
6266092381,ela,2026-03-16 11:50:00,40,1:1,T77126
6266092381,math,2026-03-31 11:49:00,54,1:2,T24994
6266092381,math,2026-01-30 13:10:00,78,1:2,T24994
6266092381,math,2026-04-24 12:37:00,57,1:1,T24994
6266092381,ela,2025-12-02 12:38:00,85,1:1,T24994
6266092381,math,2026-02-05 13:43:00,60,1:1,T24994
6266092381,math,2025-11-05 12:56:00,38,1:1,T24994
6266092381,math,2026-03-05 12:07:00,34,1:3,T24994
6266092381,math,2025-12-25 11:52:00,78,1:2,T24994
6266092381,ela,2026-04-06 11:23:00,70,1:1,T24994
6266092381,math,2026-02-04 13:07:00,48,1:3,T24994
6266092381,math,2026-04-27 11:38:00,37,1:5,T24994
6266092381,math,2026-04-09 14:27:00,46,1:1,T24994
6266092381,math,2026-03-23 13:44:00,71,1:1,T24994
6266092381,math,2025-11-19 10:46:00,77,1:2,T24994
6266092381,ela,2026-04-27 13:31:00,35,1:2,T24994
6266092381,math,2026-03-10 09:40:00,43,1:1,T24994
6266092381,math,2026-04-27 14:05:00,90,1:1,T24994
6266092381,ela,2026-02-27 13:20:00,72,1:1,T24994
6266092381,math,2025-12-19 09:17:00,42,1:3,T66576
6266092381,math,2026-04-08 12:00:00,49,1:1,T24994
6266092381,math,2025-12-05 12:32:00,84,1:2,T91879
6266092381,math,2025-12-29 10:47:00,52,1:2,T24994
6266092381,math,2026-03-09 14:04:00,54,1:2,T24994
6266092381,math,2025-11-10 13:09:00,54,1:1,T99583
6266092381,math,2026-01-09 13:18:00,54,1:2,T24994
6266092381,math,2025-11-26 13:31:00,73,1:1,T24994
6266092381,math,2026-02-12 11:37:00,65,1:2,T29338
6266092381,math,2025-11-06 11:09:00,73,1:2,T24994
6266092381,math,2026-04-06 13:01:00,49,1:2,T24994
6266092381,math,2026-04-08 10:32:00,24,1:2,T24994
