student_id,session_topic,session_date,session_duration,session_ratio,tutor_id
4365641163,math,2025-02-14,90,1:3,62459
4365641163,math,2024-10-02,45,1:4,29853
4365641163,math,2025-05-03,30,1:2,52373
4365641163,math,2025-04-30,90,1:1,63314
4365641163,math,2024-10-11,90,1:3,82805
4365641163,math,2024-10-03,60,1:3,52373
4365641163,math,2025-04-11,60,1:3,27319
4365641163,math,2025-03-20,90,1:4,59870
4365641163,math,2025-04-02,60,1:5,52373
4365641163,math,2024-12-15,60,1:3,20807
4365641163,math,2024-12-20,90,1:4,69672
4365641163,math,2025-06-14,45,1:3,22762
4365641163,math,2024-12-28,45,1:1,65522
4365641163,math,2024-11-18,60,1:5,33882
4365641163,math,2024-11-05,90,1:5,39541
4365641163,math,2025-05-22,30,1:5,52373
4365641163,math,2024-11-20,60,1:4,49023
4365641163,math,2025-01-23,30,1:5,60071
2900531809,ela,2024-10-03,30,1:2,98620
2900531809,ela,2024-12-15,90,1:2,87829
2900531809,ela,2024-12-13,60,1:3,27319
2900531809,ela,2025-01-08,60,1:5,95574
2900531809,ela,2025-02-09,60,1:2,52373
2900531809,ela,2024-10-03,90,1:4,69779
2900531809,ela,2024-09-06,30,1:2,33923
2900531809,ela,2024-12-24,30,1:1,54490
2900531809,ela,2025-06-18,30,1:5,47330
2900531809,ela,2024-10-26,45,1:5,52600
2900531809,ela,2025-03-15,90,1:1,61807
2900531809,ela,2025-06-08,30,1:2,14300
2900531809,ela,2025-01-02,45,1:3,50955
2900531809,ela,2025-03-16,60,1:1,28794
2900531809,ela,2024-11-21,30,1:3,99002
2900531809,ela,2025-01-30,45,1:4,28794
2900531809,ela,2025-04-25,30,1:5,99002
2900531809,ela,2025-04-07,90,1:4,54490
2900531809,ela,2024-09-23,45,1:3,61807
2900531809,ela,2025-03-27,90,1:2,47733
2900531809,ela,2024-09-18,30,1:4,57707
2900531809,ela,2024-11-06,90,1:3,59870
2900531809,ela,2025-02-18,45,1:3,93792
3717302614,math,2025-01-04,90,1:3,65522
3717302614,math,2024-12-17,30,1:1,92491
3717302614,math,2025-05-24,30,1:1,62459
3717302614,math,2025-04-18,30,1:1,65522
3717302614,math,2024-11-24,30,1:3,59870
3717302614,math,2025-04-22,45,1:1,23853
3717302614,math,2025-04-08,30,1:5,93813
3717302614,math,2025-02-13,60,1:5,90962
3717302614,math,2024-10-20,45,1:1,52373
3717302614,math,2024-11-13,60,1:2,80394
3717302614,math,2024-09-26,60,1:3,54490
3717302614,math,2024-12-24,60,1:3,60071
3717302614,math,2024-10-23,90,1:5,59870
3717302614,math,2025-05-25,30,1:3,22762
3717302614,math,2024-11-17,30,1:4,69164
3717302614,math,2024-11-16,90,1:1,99002
3717302614,math,2024-10-13,60,1:1,92648
3717302614,math,2025-03-05,90,1:5,82805
3717302614,math,2025-06-18,60,1:3,57707
3717302614,math,2025-06-25,30,1:3,69779
3717302614,math,2024-11-10,90,1:4,57707
3717302614,math,2024-09-01,30,1:4,22762
3717302614,math,2024-11-21,90,1:2,69779
3717302614,math,2024-10-23,90,1:2,98620
3717302614,math,2025-01-31,45,1:2,90962
3717302614,math,2025-04-06,30,1:5,65522
3717302614,math,2024-09-03,90,1:4,93813
3717302614,math,2025-06-08,60,1:3,51779
3717302614,math,2025-02-02,90,1:2,39541
3717302614,math,2025-03-05,90,1:3,69779
3717302614,math,2025-02-24,45,1:1,28794
3717302614,math,2024-12-24,60,1:4,40542
3717302614,math,2025-02-22,30,1:5,47330
3717302614,math,2024-12-11,45,1:5,33923
3717302614,math,2024-12-30,30,1:5,33882
3717302614,math,2025-05-07,90,1:2,23853
3717302614,math,2024-10-13,60,1:1,99002
3717302614,math,2025-02-10,90,1:4,49023
3717302614,math,2025-06-02,30,1:5,20807
3717302614,math,2025-05-10,60,1:3,65162
3717302614,math,2025-02-14,30,1:5,14300
3717302614,math,2024-10-19,60,1:5,19923
3717302614,math,2024-10-14,60,1:5,90962
3717302614,math,2025-06-20,30,1:2,23853
3717302614,math,2025-06-07,30,1:2,93792
3717302614,math,2024-10-09,60,1:2,27319
3717302614,math,2025-04-27,60,1:3,42663
3717302614,math,2025-05-28,90,1:4,93813
3717302614,math,2025-03-13,45,1:5,22249
3717302614,math,2024-12-02,60,1:1,27319
3717302614,math,2025-05-26,30,1:5,69779
3717302614,math,2025-05-26,30,1:1,90962
3717302614,math,2025-04-20,90,1:2,52600
3717302614,math,2024-10-25,60,1:1,69164
3717302614,math,2024-11-29,90,1:1,22249
3717302614,math,2024-10-21,30,1:1,92648
3717302614,math,2024-10-04,30,1:4,29853
3717302614,math,2025-04-28,45,1:3,47733
3717302614,math,2025-04-15,45,1:2,39541
3717302614,math,2024-10-06,45,1:5,54490
3717302614,math,2025-06-22,60,1:5,22762
3246484147,ela,2024-12-20,60,1:4,60071
3246484147,ela,2025-05-26,45,1:4,22249
3246484147,ela,2025-06-24,60,1:5,73615
3246484147,ela,2025-05-07,90,1:5,65162
3246484147,ela,2024-12-30,60,1:3,62459
3246484147,ela,2025-01-25,60,1:4,47330
3246484147,ela,2024-09-22,30,1:5,80394
3246484147,ela,2025-05-11,30,1:1,74993
3246484147,ela,2025-02-21,90,1:2,99002
3246484147,ela,2024-11-12,30,1:4,47733
3246484147,ela,2024-11-10,60,1:1,33882
3246484147,ela,2024-12-29,45,1:5,57707
3246484147,ela,2025-03-26,30,1:4,39541
3246484147,ela,2025-01-25,45,1:5,69779
3246484147,ela,2025-01-31,30,1:3,65162
3246484147,ela,2024-10-31,45,1:4,93792
3246484147,ela,2024-10-18,60,1:5,40542
3246484147,ela,2024-10-20,30,1:3,51779
3246484147,ela,2025-01-16,60,1:3,52600
3246484147,ela,2024-11-21,90,1:2,40542
3246484147,ela,2024-10-31,30,1:5,28794
3246484147,ela,2024-11-06,30,1:5,43951
3246484147,ela,2025-04-13,45,1:5,40542
3246484147,ela,2025-06-13,45,1:1,51779
3246484147,ela,2025-05-20,60,1:2,27319
3246484147,ela,2024-12-24,90,1:1,51779
3246484147,ela,2025-02-27,60,1:3,28331
3246484147,ela,2025-04-23,30,1:4,73615
3246484147,ela,2024-10-02,30,1:3,57707
3246484147,ela,2025-06-01,30,1:4,42663
3246484147,ela,2024-09-15,60,1:4,62459
3246484147,ela,2025-04-10,45,1:2,59870
3246484147,ela,2025-03-21,30,1:4,95574
3246484147,ela,2024-12-20,90,1:1,36238
3246484147,ela,2024-10-18,90,1:5,93792
3246484147,ela,2024-12-29,60,1:3,74993
3246484147,ela,2025-04-06,90,1:5,63314
3246484147,ela,2025-02-03,45,1:4,95574
3246484147,ela,2024-12-13,90,1:5,33923
3246484147,ela,2025-04-25,30,1:2,62459
3246484147,ela,2024-11-06,30,1:5,47733
3246484147,ela,2024-12-09,90,1:4,57707
3246484147,ela,2025-04-26,90,1:4,50955
3246484147,ela,2024-11-21,90,1:3,29853
3246484147,ela,2024-09-24,90,1:2,63314
3246484147,ela,2024-10-28,45,1:2,98620
3246484147,ela,2024-12-28,30,1:1,98620
3246484147,ela,2025-06-12,60,1:1,52373
3246484147,ela,2024-10-17,90,1:2,47330
3246484147,ela,2025-02-17,30,1:3,65162
3246484147,ela,2024-09-05,30,1:1,36238
3246484147,ela,2025-03-17,90,1:3,99002
3246484147,ela,2025-05-29,60,1:4,20807
3246484147,ela,2025-04-03,90,1:2,43951
3246484147,ela,2025-06-28,45,1:5,74993
3246484147,ela,2024-09-29,30,1:4,22762
3246484147,ela,2025-05-26,45,1:4,98620
3246484147,ela,2025-03-05,90,1:4,49023
3246484147,ela,2025-04-14,30,1:5,65162
3246484147,ela,2024-09-27,90,1:4,92491
3246484147,ela,2025-02-16,45,1:2,82805
3246484147,ela,2024-10-04,90,1:4,28331
3246484147,ela,2024-11-02,90,1:5,95574
3246484147,ela,2025-05-22,30,1:1,19923
3246484147,ela,2025-01-03,30,1:3,33923
3246484147,ela,2025-03-02,60,1:2,60071
3246484147,ela,2025-01-04,60,1:3,29853
3246484147,ela,2024-12-02,30,1:4,23853
3246484147,ela,2025-03-18,90,1:5,74993
3246484147,ela,2025-02-21,30,1:4,60071
3246484147,ela,2024-12-04,30,1:5,92648
3246484147,ela,2024-12-25,90,1:3,87829
3246484147,ela,2024-09-30,30,1:1,92491
3246484147,ela,2025-01-02,30,1:1,74993
3246484147,ela,2025-02-28,90,1:2,74993
3246484147,ela,2024-10-20,30,1:1,39541
3246484147,ela,2024-12-31,60,1:1,95574
3246484147,ela,2025-04-04,30,1:4,39541
3246484147,ela,2024-10-11,45,1:2,87829
3246484147,ela,2025-04-04,30,1:1,52373
3246484147,ela,2024-10-18,90,1:3,52600
3246484147,ela,2024-09-04,45,1:1,63314
3246484147,ela,2025-06-23,90,1:3,95574
3246484147,ela,2025-06-06,30,1:2,69164
3246484147,ela,2025-03-03,45,1:1,14300
3246484147,ela,2024-10-25,90,1:2,92491
3246484147,ela,2024-11-08,45,1:2,29853
3246484147,ela,2024-11-06,60,1:4,98620
3246484147,ela,2024-12-08,60,1:1,90962
4572627216,ela,2025-04-14,60,1:4,22249
4572627216,ela,2025-05-13,90,1:4,27319
4572627216,ela,2025-01-13,30,1:2,57707
4572627216,ela,2025-04-01,90,1:5,51779
4572627216,ela,2024-09-28,45,1:2,29853
4572627216,ela,2025-01-27,30,1:5,43951
4572627216,ela,2024-11-24,45,1:4,22762
4572627216,ela,2024-09-14,90,1:2,39541
4572627216,ela,2025-02-25,45,1:3,87829
4572627216,ela,2025-06-02,60,1:4,33882
4572627216,ela,2025-06-26,45,1:3,22762
4572627216,ela,2025-01-01,60,1:5,82805
4572627216,ela,2024-11-18,90,1:3,39541
4572627216,ela,2024-11-04,90,1:5,59870
4572627216,ela,2025-03-06,30,1:2,23853
4572627216,ela,2025-04-20,60,1:3,52373
4572627216,ela,2024-12-15,90,1:3,57707
4572627216,ela,2025-04-16,45,1:1,69779
4572627216,ela,2025-01-13,30,1:1,74993
4572627216,ela,2024-12-04,60,1:3,19923
4572627216,ela,2025-03-31,45,1:4,51779
4572627216,ela,2025-06-17,60,1:4,82805
4572627216,ela,2024-11-07,90,1:1,69779
4572627216,ela,2024-10-22,45,1:4,63314
4572627216,ela,2024-09-10,90,1:3,39541
4572627216,ela,2025-01-09,60,1:2,65162
4572627216,ela,2025-06-14,90,1:4,69672
4572627216,ela,2025-04-28,45,1:3,23853
4572627216,ela,2024-10-30,90,1:2,50955
4572627216,ela,2025-03-30,60,1:3,52373
4572627216,ela,2025-06-14,90,1:2,87829
4572627216,ela,2024-10-18,45,1:3,62459
4572627216,ela,2025-04-27,90,1:3,99002
4572627216,ela,2025-01-02,90,1:4,69672
4572627216,ela,2025-03-08,90,1:2,27319
4572627216,ela,2025-05-31,60,1:2,39541
4572627216,ela,2025-03-20,30,1:4,87829
4572627216,ela,2025-05-04,30,1:3,33882
4572627216,ela,2024-12-12,30,1:1,57707
4572627216,ela,2025-06-26,90,1:4,69164
4572627216,ela,2025-05-21,30,1:2,28331
4572627216,ela,2024-09-18,90,1:5,28331
4572627216,ela,2024-09-09,90,1:5,93813
4572627216,ela,2025-04-10,45,1:1,50955
4572627216,ela,2025-01-15,45,1:3,52600
4572627216,ela,2025-03-30,60,1:3,73615
4572627216,ela,2025-05-08,60,1:3,69779
4572627216,ela,2024-11-11,30,1:1,99002
4572627216,ela,2025-03-26,30,1:5,74993
4572627216,ela,2024-09-03,90,1:4,62459
4572627216,ela,2024-11-19,45,1:1,80394
4572627216,ela,2025-05-31,60,1:1,57707
4572627216,ela,2024-09-30,30,1:1,43951
4572627216,ela,2024-12-22,30,1:3,73615
4572627216,ela,2025-04-01,45,1:5,69672
4572627216,ela,2025-02-02,60,1:4,87829
4572627216,ela,2025-06-02,90,1:2,99002
4572627216,ela,2025-05-05,90,1:2,62459
4572627216,ela,2024-10-17,60,1:3,54490
4572627216,ela,2024-11-22,60,1:4,27319
4572627216,ela,2025-03-19,30,1:4,93792
4572627216,ela,2025-06-02,45,1:2,33882
4572627216,ela,2025-02-01,30,1:1,92648
4572627216,ela,2024-09-08,60,1:5,65522
4572627216,ela,2025-03-09,90,1:1,36238
4572627216,ela,2025-04-03,60,1:3,95574
4572627216,ela,2025-06-23,90,1:2,98620
4572627216,ela,2025-02-23,30,1:3,57707
4572627216,ela,2024-10-01,45,1:1,19923
4572627216,ela,2025-03-08,30,1:5,29853
4572627216,ela,2025-01-02,45,1:3,47733
4572627216,ela,2025-03-22,45,1:3,33882
4572627216,ela,2024-10-10,60,1:2,47733
4572627216,ela,2024-12-12,60,1:1,42663
9738797240,math,2024-12-10,90,1:3,63314
9738797240,math,2025-01-03,90,1:4,47330
9738797240,math,2025-04-05,90,1:1,65522
9738797240,math,2025-05-12,90,1:4,28794
9738797240,math,2025-03-04,90,1:1,43951
9738797240,math,2025-06-02,30,1:5,28331
9738797240,math,2025-01-09,30,1:4,23853
9738797240,math,2024-11-22,30,1:1,52373
9738797240,math,2025-04-05,45,1:4,63314
9738797240,math,2025-03-07,90,1:4,74993
9738797240,math,2025-06-07,30,1:1,95574
9738797240,math,2025-02-14,30,1:1,98620
9738797240,math,2024-10-21,30,1:1,82805
9738797240,math,2024-11-12,90,1:3,80394
9738797240,math,2025-05-17,90,1:4,51779
9738797240,math,2025-06-24,60,1:2,92648
9738797240,math,2025-05-21,30,1:2,36238
9738797240,math,2024-10-19,45,1:1,50955
9738797240,math,2024-10-02,45,1:5,63314
9738797240,math,2025-04-25,90,1:2,51779
9738797240,math,2025-06-16,60,1:1,92648
9738797240,math,2024-12-30,90,1:1,90962
9738797240,math,2025-03-17,60,1:5,69779
9738797240,math,2025-03-23,45,1:3,28331
9738797240,math,2025-01-09,45,1:5,93813
9738797240,math,2025-03-25,45,1:1,63314
3454762731,ela,2025-05-26,30,1:5,59870
3454762731,ela,2025-02-09,60,1:4,29853
3454762731,ela,2025-02-08,30,1:2,59870
3454762731,ela,2024-10-02,45,1:4,42663
3454762731,ela,2025-06-24,30,1:3,74993
3454762731,ela,2025-06-09,90,1:5,65522
3454762731,ela,2024-12-03,90,1:1,73615
3454762731,ela,2024-09-13,30,1:4,50955
3454762731,ela,2025-01-18,60,1:5,80394
3454762731,ela,2024-12-15,30,1:3,39541
3454762731,ela,2025-05-08,45,1:4,59870
3454762731,ela,2024-09-21,60,1:1,65522
3454762731,ela,2024-10-02,60,1:3,49023
3454762731,ela,2025-04-01,60,1:4,20807
3454762731,ela,2024-09-30,30,1:3,47733
3454762731,ela,2025-06-04,90,1:2,49249
5032982597,ela,2025-03-10,30,1:2,22762
5032982597,ela,2025-06-16,90,1:1,61807
5032982597,ela,2025-01-06,45,1:3,22249
5032982597,ela,2024-11-07,90,1:2,28331
5032982597,ela,2024-10-10,60,1:2,54490
5032982597,ela,2024-11-28,30,1:5,49023
5032982597,ela,2025-05-24,60,1:1,52600
5032982597,ela,2024-11-21,30,1:3,80394
5032982597,ela,2024-10-29,30,1:5,33882
5032982597,ela,2024-10-12,45,1:5,87829
5032982597,ela,2025-06-19,45,1:5,40542
5032982597,ela,2024-09-29,90,1:4,47330
5032982597,ela,2024-11-05,45,1:3,39541
5032982597,ela,2025-03-13,30,1:1,23853
5032982597,ela,2024-11-22,45,1:4,60071
5032982597,ela,2025-02-25,90,1:4,60071
5032982597,ela,2024-11-09,60,1:5,62459
5032982597,ela,2025-03-10,60,1:4,47733
5032982597,ela,2024-11-11,60,1:4,50955
5032982597,ela,2024-11-06,30,1:1,19923
5032982597,ela,2025-04-28,45,1:5,14300
5032982597,ela,2025-05-21,30,1:2,36238
5032982597,ela,2024-12-28,30,1:5,42663
5032982597,ela,2024-12-22,45,1:3,99002
5032982597,ela,2025-04-17,45,1:2,60071
5032982597,ela,2024-09-10,45,1:2,49023
5032982597,ela,2025-04-14,60,1:2,19923
5032982597,ela,2025-06-10,60,1:3,33923
5032982597,ela,2025-03-12,60,1:3,22249
5032982597,ela,2025-06-21,90,1:3,69672
5032982597,ela,2025-06-20,90,1:2,14300
5032982597,ela,2025-03-04,30,1:5,69779
5032982597,ela,2025-03-24,60,1:3,33923
5032982597,ela,2025-03-08,45,1:4,28794
5032982597,ela,2025-01-31,60,1:4,60071
5032982597,ela,2025-04-01,30,1:4,52373
5032982597,ela,2024-10-23,45,1:5,33923
5032982597,ela,2025-03-28,60,1:3,99002
5032982597,ela,2025-05-25,60,1:2,22762
5032982597,ela,2025-02-07,90,1:3,92491
5032982597,ela,2024-12-02,30,1:4,80394
5032982597,ela,2024-10-31,45,1:1,39541
5032982597,ela,2025-01-30,45,1:1,33923
5032982597,ela,2024-10-29,90,1:5,98620
5032982597,ela,2025-05-14,90,1:3,47733
5032982597,ela,2025-02-01,60,1:3,95574
5032982597,ela,2024-09-05,45,1:1,52600
5032982597,ela,2024-12-09,45,1:2,47330
5032982597,ela,2024-09-19,90,1:2,87829
5032982597,ela,2025-04-03,30,1:5,47330
5032982597,ela,2025-05-13,30,1:5,28794
5032982597,ela,2024-12-26,90,1:3,49023
5032982597,ela,2025-06-12,90,1:5,27319
5032982597,ela,2024-12-27,45,1:3,82805
5032982597,ela,2025-04-01,90,1:4,36238
5032982597,ela,2025-02-03,60,1:5,69164
5032982597,ela,2025-05-01,90,1:5,54490
5032982597,ela,2025-06-25,45,1:5,49249
5032982597,ela,2024-12-30,45,1:4,27319
4251862795,math,2024-10-26,45,1:5,73615
4251862795,math,2025-01-21,45,1:2,54490
4251862795,math,2025-04-05,60,1:3,49023
4251862795,math,2025-06-10,30,1:4,19923
4251862795,math,2024-10-16,60,1:3,49023
4251862795,math,2024-09-27,90,1:1,69779
4251862795,math,2024-09-12,60,1:2,22762
4251862795,math,2024-10-07,30,1:1,22249
4251862795,math,2024-10-16,60,1:1,93792
4251862795,math,2024-09-14,60,1:1,63314
4251862795,math,2025-03-31,60,1:2,39541
4251862795,math,2024-12-26,30,1:2,93813
4251862795,math,2024-10-13,60,1:3,43951
4251862795,math,2024-09-24,90,1:4,69672
4251862795,math,2024-10-29,30,1:4,87829
4251862795,math,2025-03-27,30,1:5,47330
4251862795,math,2024-11-22,30,1:4,42663
4251862795,math,2024-10-31,45,1:1,95574
4251862795,math,2025-03-10,30,1:1,65522
4251862795,math,2024-12-14,45,1:3,47330
4251862795,math,2025-04-18,60,1:4,52600
4251862795,math,2025-06-26,30,1:5,92648
4251862795,math,2025-04-08,45,1:5,36238
4251862795,math,2024-11-10,60,1:4,54490
4251862795,math,2025-04-24,60,1:2,73615
4251862795,math,2025-02-01,30,1:1,74993
4251862795,math,2024-12-23,45,1:2,47330
4251862795,math,2025-03-25,90,1:5,49249
4251862795,math,2024-09-07,90,1:2,51779
4251862795,math,2025-04-19,30,1:4,29853
4251862795,math,2024-10-26,30,1:5,52373
4251862795,math,2024-11-13,60,1:4,69672
4251862795,math,2025-04-08,60,1:5,63314
4251862795,math,2025-03-14,45,1:5,27319
4251862795,math,2024-12-22,30,1:2,42663
4251862795,math,2024-11-02,60,1:5,14300
4251862795,math,2024-12-12,30,1:4,28794
4251862795,math,2025-05-05,60,1:4,27319
4251862795,math,2025-03-24,30,1:5,42663
4251862795,math,2025-05-19,60,1:2,60071
4251862795,math,2025-04-03,30,1:5,92491
4251862795,math,2024-09-18,45,1:2,69164
4251862795,math,2024-12-19,90,1:4,62459
4251862795,math,2024-09-19,90,1:5,60071
4251862795,math,2025-05-23,45,1:4,20807
4251862795,math,2024-10-02,90,1:5,65162
4251862795,math,2024-11-27,90,1:2,69672
4251862795,math,2025-04-08,90,1:2,20807
4251862795,math,2024-10-15,90,1:5,63314
4251862795,math,2025-02-03,30,1:3,40542
4251862795,math,2025-05-12,60,1:2,39541
4251862795,math,2024-09-14,60,1:3,90962
4251862795,math,2024-12-28,90,1:5,82805
4251862795,math,2025-02-15,45,1:5,22249
4251862795,math,2025-01-01,30,1:2,65522
4251862795,math,2025-01-15,45,1:3,47733
4251862795,math,2024-11-03,60,1:1,69672
4251862795,math,2025-04-10,90,1:3,49249
4251862795,math,2025-02-02,45,1:3,14300
4251862795,math,2024-11-19,30,1:4,52373
4251862795,math,2025-04-10,45,1:2,22762
4251862795,math,2025-01-10,60,1:1,22249
4251862795,math,2025-01-15,45,1:4,54490
4251862795,math,2025-06-01,60,1:1,39541
4251862795,math,2025-05-03,45,1:1,63314
4251862795,math,2024-12-28,90,1:2,14300
4251862795,math,2024-10-23,45,1:2,87829
4251862795,math,2024-10-05,60,1:4,74993
4251862795,math,2025-06-06,90,1:4,22249
4251862795,math,2025-06-23,30,1:3,47330
4251862795,math,2024-12-26,90,1:4,80394
4251862795,math,2024-12-26,60,1:4,33923
4251862795,math,2024-10-09,30,1:2,65162
4251862795,math,2024-10-06,60,1:1,60071
4251862795,math,2025-06-10,30,1:4,82805
4251862795,math,2025-05-03,60,1:5,61807
4251862795,math,2025-01-22,60,1:1,23853
4251862795,math,2024-10-20,45,1:1,62459
4251862795,math,2025-06-21,45,1:5,80394
4251862795,math,2025-05-13,30,1:5,40542
6434465045,ela,2024-12-07,45,1:5,92648
6434465045,ela,2024-11-10,30,1:5,65522
6434465045,ela,2024-10-19,60,1:4,74993
6434465045,ela,2025-03-13,45,1:4,61807
6434465045,ela,2024-11-27,30,1:2,28794
6434465045,ela,2024-11-22,90,1:5,28331
6434465045,ela,2025-02-09,30,1:5,22249
6434465045,ela,2024-12-12,45,1:2,74993
6434465045,ela,2024-10-02,30,1:4,57707
6434465045,ela,2025-01-15,30,1:2,51779
6434465045,ela,2024-10-30,45,1:1,99002
6434465045,ela,2025-03-15,30,1:5,50955
6434465045,ela,2024-10-27,45,1:3,22249
6434465045,ela,2024-09-02,45,1:1,98620
6434465045,ela,2025-01-29,60,1:5,99002
6434465045,ela,2024-09-29,45,1:5,14300
6434465045,ela,2025-06-03,60,1:5,69164
6434465045,ela,2024-09-16,45,1:1,49023
6434465045,ela,2025-04-04,60,1:3,52373
6434465045,ela,2025-03-23,60,1:1,98620
6434465045,ela,2025-01-18,30,1:5,19923
6434465045,ela,2024-09-05,30,1:4,20807
6434465045,ela,2024-12-24,60,1:1,57707
6434465045,ela,2024-09-07,60,1:1,23853
6434465045,ela,2025-03-20,60,1:5,33923
6434465045,ela,2024-10-24,45,1:2,20807
6434465045,ela,2025-01-08,45,1:1,62459
6434465045,ela,2024-11-10,45,1:3,43951
6434465045,ela,2024-12-29,45,1:3,59870
6434465045,ela,2024-11-05,90,1:5,51779
6434465045,ela,2025-03-11,60,1:2,90962
6434465045,ela,2025-03-16,60,1:3,51779
6434465045,ela,2025-04-19,90,1:1,87829
6434465045,ela,2024-12-24,90,1:1,82805
8074359315,math,2025-05-16,90,1:5,47330
8074359315,math,2024-11-22,30,1:5,60071
8074359315,math,2025-05-22,45,1:3,23853
8074359315,math,2024-12-05,90,1:3,23853
8074359315,math,2025-02-07,90,1:5,14300
8074359315,math,2025-02-16,60,1:3,49023
8074359315,math,2025-02-18,90,1:4,62459
8074359315,math,2025-04-13,60,1:1,49023
8074359315,math,2025-03-15,90,1:3,80394
8074359315,math,2024-12-15,45,1:4,57707
8074359315,math,2025-02-18,45,1:2,33923
8074359315,math,2025-05-05,90,1:3,42663
8074359315,math,2025-03-10,30,1:2,28794
8074359315,math,2025-05-27,30,1:2,50955
8074359315,math,2025-01-04,30,1:4,93813
8074359315,math,2024-10-11,60,1:5,98620
8074359315,math,2025-04-04,90,1:1,61807
8074359315,math,2024-11-18,45,1:3,14300
8074359315,math,2024-10-19,60,1:4,52600
8074359315,math,2025-02-09,90,1:5,65522
8074359315,math,2025-06-08,90,1:2,49023
8074359315,math,2025-05-05,30,1:2,60071
8074359315,math,2024-09-02,45,1:1,51779
8074359315,math,2025-04-20,60,1:2,87829
8074359315,math,2024-10-24,45,1:2,93813
8074359315,math,2024-10-06,45,1:3,33923
8074359315,math,2025-02-13,90,1:1,47733
8074359315,math,2025-01-04,90,1:3,62459
8074359315,math,2025-06-18,90,1:2,47733
8074359315,math,2024-10-12,30,1:1,23853
8074359315,math,2025-05-02,30,1:2,54490
